4.624492257232397374e-02,3.942551810820930230e-02,4.450415720409083009e-02,4.927511271257759007e-02,6.029084312640815152e-02,6.297382935038693674e-02,5.379138725871155519e-02,4.816775431807911872e-02,5.070987273304435050e-02,4.610327513960094103e-02,5.067602645592805821e-02,6.115357848663982576e-02,5.186472302948028079e-02,5.889834891805748041e-02,6.051630195369047532e-02,5.623662061972775628e-02,5.957194678642575847e-02,5.181969761320491530e-02,5.194962324672979664e-02,5.899742222703697331e-02,5.474768507318285987e-02,5.989635176091742674e-02,5.900442948946024724e-02,5.780394457422039639e-02,5.741861572653277762e-02,5.680167442914594439e-02,5.174109919958567311e-02,6.170317271682117938e-02,5.254239926358746787e-02,5.185521504921467018e-02,5.591249814466558304e-02,5.430804123449083781e-02,4.685472664345004951e-02,5.192090303728866263e-02,5.518401211478298624e-02,4.594129383487457335e-02,5.042818636437661206e-02,5.348265364480109252e-02
4.416740731568892242e-01,4.277236579620800616e-01,4.672568708034086082e-01,4.742407539658855531e-01,3.661371800428372403e-01,3.829861512779417776e-01,4.580269016679129890e-01,4.209044552224203706e-01,4.215391703633475373e-01,4.108834319273288460e-01,4.484014185212511494e-01,5.199830756480358085e-01,4.283624920555032523e-01,3.783435160670738928e-01,3.710380980359902492e-01,3.981510773399954406e-01,3.832657390157184762e-01,3.979606452260479599e-01,4.480180975633780149e-01,4.391440035721512203e-01,5.030615656208161646e-01,4.484310260063256171e-01,4.365019994568778983e-01,4.266239138446255574e-01,3.606598554144719859e-01,2.617307396481176052e-01,3.080826541051361334e-01,3.605433216604996272e-01,4.393027693897145203e-01,4.054834305188151355e-01,4.520243059397544005e-01,3.841574084045764059e-01,3.914781174771835293e-01,4.708258442606796379e-01,4.426033783672809196e-01,4.495689808918100216e-01,4.611877826128876756e-01,4.770766447360458851e-01
4.573870467686484975e-01,4.418024574265503324e-01,4.831704680366079585e-01,4.905192917371514749e-01,3.840750778699391077e-01,4.005026147909369616e-01,4.747332390432996707e-01,4.372878380185672431e-01,4.380000159451274411e-01,4.267585758663510198e-01,4.652000966587788722e-01,5.364572763782008424e-01,4.454009102548695531e-01,3.963416138079873252e-01,3.873535742349766831e-01,4.146853979773255650e-01,4.008644032555980785e-01,4.115403620921175842e-01,4.654111327296367451e-01,4.561808204919104992e-01,5.224018669801610004e-01,4.650191106918788453e-01,4.540461385388893101e-01,4.429930375616843441e-01,3.743450479289367472e-01,2.773742043515993183e-01,3.241143870085862466e-01,3.757313372350108427e-01,4.561728016466141677e-01,4.236393562335849516e-01,4.680416632463204607e-01,3.994147274001986214e-01,4.066866485625382777e-01,4.877432204576311880e-01,4.586375878138048701e-01,4.654930668685653972e-01,4.767279323572576888e-01,4.954772813019849287e-01
4.567848518268153857e-01,4.402580774073371894e-01,4.813298973557653126e-01,4.886059990663159103e-01,3.865341032833275459e-01,4.024062798552585640e-01,4.741455901099286829e-01,4.368513392001844853e-01,4.370633266265766537e-01,4.258327993061883365e-01,4.652175178457040872e-01,5.365252964120871271e-01,4.450175098853819677e-01,3.981570763945359026e-01,3.889332835397252275e-01,4.156908049091060375e-01,4.020709390117501170e-01,4.105332770810412035e-01,4.642994899931403019e-01,4.563702575102897008e-01,5.211247127781984956e-01,4.646254149240223175e-01,4.543952503846636071e-01,4.425074147650511769e-01,3.756939283381325323e-01,2.818823095189889050e-01,3.263691880601563566e-01,3.777341978226570474e-01,4.561742298743045598e-01,4.239660092030200222e-01,4.670212766210019018e-01,4.009656407855617388e-01,4.068126389448433189e-01,4.873215159462868096e-01,4.584907848495845539e-01,4.638671427402910052e-01,4.750425481497596580e-01,4.948418274414852491e-01
4.559268728987314057e-01,4.392924792419895530e-01,4.802030924277959634e-01,4.869712360929615014e-01,3.881896058181794618e-01,4.033672677363034365e-01,4.734037299361315010e-01,4.363809143347144870e-01,4.362146438354446154e-01,4.249534791443289605e-01,4.650854339372860191e-01,5.359750099988946914e-01,4.443350640006702990e-01,3.991721241644660134e-01,3.896970726669797824e-01,4.160034963731456537e-01,4.027567683163266743e-01,4.099624229057440283e-01,4.631503662380703212e-01,4.561635319971196201e-01,5.197655296845280493e-01,4.642482106278926213e-01,4.543399007727281780e-01,4.420467763885838064e-01,3.770290860130023347e-01,2.850282200524962839e-01,3.281356742933967952e-01,3.793062202891724355e-01,4.561409177702652196e-01,4.240069699692083360e-01,4.664445731396773542e-01,4.020335368035969359e-01,4.067718958465525447e-01,4.864767609218089151e-01,4.579747955757120237e-01,4.624108749229326465e-01,4.735378877596413405e-01,4.939175907474280258e-01
4.552386793093882722e-01,4.388140364585125797e-01,4.795247593741655545e-01,4.858491645228585898e-01,3.893910060454729982e-01,4.040246472852171422e-01,4.728803509660036708e-01,4.361835105805144108e-01,4.356848043801311299e-01,4.243987193131318891e-01,4.650708980364059997e-01,5.354508938350820424e-01,4.438540207410540117e-01,3.998664930892783520e-01,3.902244628797607584e-01,4.161401591518780196e-01,4.032825039909341269e-01,4.097732640925481618e-01,4.623559359559608062e-01,4.560227722763137148e-01,5.187421396162843479e-01,4.640228870286887131e-01,4.543755965607840230e-01,4.418235831685526360e-01,3.783212736299732537e-01,2.873523719915951902e-01,3.295609439452071299e-01,3.806228825067369259e-01,4.561995892682551568e-01,4.241137940322451949e-01,4.662520196757659607e-01,4.029282742716042698e-01,4.068975685302436696e-01,4.858446430214891643e-01,4.576238625433503571e-01,4.614827476040938015e-01,4.725473374640644098e-01,4.931969369053846308e-01
4.548536033591410455e-01,4.386534889090544231e-01,4.791851195744468717e-01,4.851931250116932604e-01,3.903106663526565434e-01,4.045684534237045105e-01,4.726348816229654082e-01,4.362063120069945565e-01,4.354818023774175151e-01,4.241572710401170232e-01,4.651916063742290719e-01,5.351184248861844406e-01,4.436831093900412970e-01,4.004530849453672992e-01,3.907154837538804881e-01,4.162865666150530886e-01,4.037917940054887023e-01,4.097676038429441392e-01,4.619476760246326030e-01,4.560384261646299731e-01,5.181645487506757464e-01,4.639869302150358421e-01,4.545229226127734945e-01,4.418028688301625651e-01,3.794288133455276935e-01,2.891082233225991116e-01,3.307448570535548305e-01,3.816771354798925708e-01,4.563714155745187684e-01,4.243366173936024000e-01,4.662577706703647240e-01,4.037033982044501146e-01,4.071690583940532071e-01,4.855010709727410334e-01,4.574780772752540803e-01,4.610012288508002487e-01,4.719876618001881963e-01,4.927707944242407656e-01
4.547763110795591257e-01,4.388236146078692279e-01,4.791713350111143632e-01,4.849977710902237948e-01,3.911365661658266490e-01,4.051239514359190608e-01,4.726748761812294974e-01,4.364531200825633728e-01,4.355971544912663473e-01,4.242310372525798234e-01,4.655073019308658688e-01,5.350563189407103737e-01,4.437770520039395206e-01,4.010124476840160601e-01,3.912451654357049224e-01,4.165586811744757534e-01,4.043555626937507252e-01,4.099895724449759693e-01,4.619097056430547799e-01,4.562556538079868829e-01,5.180139081323215100e-01,4.641796769947105217e-01,4.548425821906010857e-01,4.420120924454856715e-01,3.805156866963287920e-01,2.905004676494634119e-01,3.318110122877772072e-01,3.826108387670298927e-01,4.567130110591532399e-01,4.246980783497646406e-01,4.664893938140020069e-01,4.045181838944027497e-01,4.076305911017897854e-01,4.854612742735834319e-01,4.575887218390997657e-01,4.609467103731683113e-01,4.718255674710652992e-01,4.926744257117673942e-01
4.549135559062076339e-01,4.391566030368586060e-01,4.793570179277915622e-01,4.850733101530738112e-01,3.919163869279603807e-01,4.056871082655085781e-01,4.728924796572931410e-01,4.368229398953333287e-01,4.358860477263505340e-01,4.244824743561057545e-01,4.659415580173449367e-01,5.351899879730260823e-01,4.440460262112433942e-01,4.015802985503855727e-01,3.917831864192117819e-01,4.169177735022785991e-01,4.049400888702284207e-01,4.103192222465182337e-01,4.620885529572019701e-01,4.566019008737284279e-01,5.181239328221899365e-01,4.645056667322271515e-01,4.552357320293832776e-01,4.423392207115606767e-01,3.814957407573608683e-01,2.916309877070125123e-01,3.327538670390366438e-01,3.834121353040021996e-01,4.571416600785149220e-01,4.251407555194499088e-01,4.668319096715394800e-01,4.053392906068469248e-01,4.081960774478181619e-01,4.856168691941992188e-01,4.578544471449495501e-01,4.611315742792330696e-01,4.718926982615205823e-01,4.928311269246152815e-01
4.551971344253040730e-01,4.396086996523852486e-01,4.796915418455982016e-01,4.853164866160474267e-01,3.926669113387089016e-01,4.062907966026323425e-01,4.732371770246738274e-01,4.372720297561250580e-01,4.362901760670295226e-01,4.248665268053848920e-01,4.664501734528232468e-01,5.354541735202855701e-01,4.444297877007172826e-01,4.021616989693421185e-01,3.923374709413602890e-01,4.173531604954189844e-01,4.055484213219969214e-01,4.107401669317674586e-01,4.624071999098005037e-01,4.570169600323634729e-01,5.184056048437833963e-01,4.649269486998776624e-01,4.557094027092300492e-01,4.427506820969206447e-01,3.824139999963295233e-01,2.926007046097833797e-01,3.336104310654860461e-01,3.841532745131662208e-01,4.576285050488269057e-01,4.256326122364434972e-01,4.672687470157322887e-01,4.061705019924578552e-01,4.088182421542423950e-01,4.859105934309769781e-01,4.582383790717122762e-01,4.614579576826741691e-01,4.721297835007941535e-01,4.931431858033698545e-01
